file_name,NRE,HOMO,LUMO,Dipole_mom,Num_waters,chg_chg,elec5,elec10,SCF_E,delE_dft
PHER_red_0_cutoff_0.0.inp.out,261.7745035826375,-0.0464,0.3852,7.4996,0.0,-1324.3612472404,-16.958674517090223,-53.96381881684,-1627.3392990058,0.1284469846996216
PHER_red_100_cutoff_0.0.inp.out,258.88374886607545,-0.028,0.3847,7.8704,0.0,-1325.1261386205,15.227975301598676,-99.57950265158682,-1628.0728350957,0.1190980475994365
PHER_red_101_cutoff_0.0.inp.out,256.1494510348068,-0.0514,0.3604,7.7573,0.0,-1325.0905207877,-223.7391529445725,-174.51470975448578,-1628.0645766764,0.1366547446004915
PHER_red_102_cutoff_0.0.inp.out,258.41984823298765,-0.0401,0.3876,7.001,0.0,-1324.5315924594,-191.15137500696412,-84.73762006550479,-1627.4995757727,0.1261005163005393
PHER_red_103_cutoff_0.0.inp.out,257.9300119387272,-0.0446,0.3758,7.3628,0.0,-1324.6580547328,65.20502476274946,-11.205782498335385,-1627.6120777896,0.1307487510994178
PHER_red_104_cutoff_0.0.inp.out,257.51197036706105,-0.0096,0.3962,7.3235,0.0,-1324.6989166929,-5.009073469428051,-30.339543907547384,-1627.6263220725,0.1006364744007441
PHER_red_105_cutoff_0.0.inp.out,258.3488100323358,-0.0118,0.4048,6.7025,0.0,-1324.9099584286,-35.696070832586706,-85.65912577836686,-1627.8357554365,0.09863720750036
PHER_red_106_cutoff_0.0.inp.out,257.2562030169131,-0.0147,0.4054,7.3116,0.0,-1324.7182150348,-179.94998083167002,-256.09115363674925,-1627.6527894794,0.1051379155996983
PHER_red_107_cutoff_0.0.inp.out,258.62203063188736,-0.0096,0.4013,7.462,0.0,-1324.5920804209,-82.16251699306689,-183.94086477800013,-1627.5192446586,0.1016507458998603
PHER_red_108_cutoff_0.0.inp.out,256.45309236390716,-0.0252,0.3905,6.9366,0.0,-1324.8030242412,7.835966744895204,-20.52276731368562,-1627.7541168566,0.1110077422999893
PHER_red_109_cutoff_0.0.inp.out,256.2641941905645,-0.0088,0.4144,7.0437,0.0,-1325.4042442931,43.952311730903794,82.00959068958413,-1628.3396869016,0.0954461103001449
PHER_red_10_cutoff_0.0.inp.out,256.78059310285624,-0.0374,0.3706,6.9338,0.0,-1325.2120791145,195.03823239156145,310.46240637669894,-1628.1616593486,0.1253771241999857
PHER_red_110_cutoff_0.0.inp.out,257.78686720133317,-0.016,0.4059,7.578,0.0,-1324.8860429161,1.602811683152792,-21.8850919064214,-1627.8282826706,0.1009196181994411
PHER_red_111_cutoff_0.0.inp.out,258.1841432012045,-0.0161,0.3984,7.604,0.0,-1324.8690345378,212.233731220089,237.5387563559516,-1627.8149400949,0.1053152592994592
PHER_red_112_cutoff_0.0.inp.out,256.74984650690027,-0.0055,0.4051,6.608,0.0,-1324.7477854393,8.248344986109633,74.51865617897877,-1627.6707704534,0.0924424292006733
PHER_red_113_cutoff_0.0.inp.out,258.5634010292311,-0.0324,0.3873,7.1412,0.0,-1324.556962933,92.88744680991115,203.1714860039583,-1627.5119708045,0.1130629992003378
PHER_red_114_cutoff_0.0.inp.out,255.85974159773372,-0.0466,0.3831,7.9365,0.0,-1324.6136534716,181.7657860950479,262.4802177092086,-1627.5705422441,0.127750081400336
PHER_red_115_cutoff_0.0.inp.out,256.1644509157945,-0.0167,0.3941,7.0052,0.0,-1324.5997147117,-167.01577160615017,-216.1713304455103,-1627.5349681661,0.0990912359993672
PHER_red_116_cutoff_0.0.inp.out,259.8641086302788,-0.031,0.3732,7.4026,0.0,-1324.8089735632,123.7618060827326,106.59259424484796,-1627.7438714965,0.1127826298006766
PHER_red_117_cutoff_0.0.inp.out,258.10309906507996,-0.0283,0.4001,7.3306,0.0,-1325.0212870804,-99.20710860797556,-242.51143490637773,-1627.9696082818,0.1114532608007721
PHER_red_118_cutoff_0.0.inp.out,257.03848739710696,-0.0247,0.3937,7.6827,0.0,-1324.6269311393,6.623323956625881,-78.25404291646689,-1627.56370313,0.1085359034004795
PHER_red_119_cutoff_0.0.inp.out,260.80262385972037,-0.0074,0.4146,7.2949,0.0,-1324.9077603786,-82.64871683194815,-143.24467544749558,-1627.8353940809,0.094141980299355
PHER_red_11_cutoff_0.0.inp.out,255.84611372498296,-0.0326,0.3846,6.5076,0.0,-1324.5933587118,-18.637754386622767,58.136270429162714,-1627.5393725749,0.1243800726006156
PHER_red_120_cutoff_0.0.inp.out,261.40842946952137,-0.0163,0.3971,7.2017,0.0,-1324.784191,-70.20119061342726,-163.2550450621264,-1627.7127757538,0.1022978559994953
PHER_red_121_cutoff_0.0.inp.out,255.9590874722876,-0.0241,0.3902,7.2196,0.0,-1324.6026119252,-163.25116681371824,-127.22461046402886,-1627.5423370533,0.1084491632000208
PHER_red_122_cutoff_0.0.inp.out,254.9941473631476,0.0009,0.4129,7.1193,0.0,-1324.9874001553,66.86782893737826,-44.12678303872896,-1627.8865903879,0.0794502807002572
PHER_red_123_cutoff_0.0.inp.out,256.0467720315728,0.0052,0.4083,5.8622,0.0,-1324.8281967572,-63.051604678112966,-103.33301801835138,-1627.7257734398,0.0829342114002429
PHER_red_124_cutoff_0.0.inp.out,257.45562585437443,0.0053,0.3999,6.4157,0.0,-1324.7496609912,-110.9117682961858,-204.56316278931263,-1627.6455555206,0.0845329345002028
