file_name,NRE,HOMO,LUMO,Dipole_mom,Num_waters,chg_chg,elec5,elec10,delE_hf,delE_dft
PHEN_red_0_cutoff_0.0.inp.out,268.80975433959213,-0.3245,0.0793,2.0094,0.0,-1325.5321475615,0.43559051321359143,3.2315396198816857,-1631.1118053163,0.32155816939985016
PHEN_red_100_cutoff_0.0.inp.out,271.29395740543663,-0.3276,0.0868,2.3342,0.0,-1325.5349116054,1.7861087315573014,3.537029968984779,-1631.1204758432,0.32355202669987193
PHEN_red_101_cutoff_0.0.inp.out,268.35544735862095,-0.3418,0.0748,2.5280,0.0,-1325.9126285990,8.296710651964894,13.416832190896868,-1631.4882572344,0.33906188150012895
PHEN_red_102_cutoff_0.0.inp.out,272.3425912675193,-0.3405,0.0754,1.7173,0.0,-1325.4632551969,2.1306240243459285,0.8033836322970559,-1631.0383815921,0.33549369489992387
PHEN_red_103_cutoff_0.0.inp.out,266.6277453014414,-0.3321,0.0770,1.9428,0.0,-1325.9015127738,13.531013833797584,18.726594860569524,-1631.4704345337,0.3272478054000203
PHEN_red_104_cutoff_0.0.inp.out,269.70448518737487,-0.3305,0.0721,2.0725,0.0,-1325.3429400759,3.4440528798571246,9.375026102517289,-1630.9109423602,0.32654946629986625
PHEN_red_105_cutoff_0.0.inp.out,265.7586834118524,-0.3104,0.0872,2.3467,0.0,-1325.9059833466,-1.8476401543636733,1.9692705318477546,-1631.4709272434,0.3096164027999748
PHEN_red_106_cutoff_0.0.inp.out,266.18153520612884,-0.3235,0.0848,2.2937,0.0,-1325.2901170152,5.589010844167601,3.7247406965559344,-1630.875592153,0.3193933804000153
PHEN_red_107_cutoff_0.0.inp.out,267.5575070821116,-0.3573,0.0698,1.8536,0.0,-1325.8803511208,0.2641674042165676,0.43148967056321186,-1631.4631162352,0.35009315690012954
PHEN_red_108_cutoff_0.0.inp.out,266.2869990477444,-0.3264,0.0847,1.4621,0.0,-1325.5152328643,3.5805473086093302,0.8228051674767228,-1631.0943109472,0.3248135651999746
PHEN_red_109_cutoff_0.0.inp.out,268.0026345039382,-0.3256,0.0782,1.3252,0.0,-1325.3280688919,8.533785327028959,-2.863043707541938,-1630.916675925,0.32436874290010564
PHEN_red_10_cutoff_0.0.inp.out,270.4681737856302,-0.3272,0.0856,2.8548,0.0,-1325.4494699399,-1.5790538132918117,4.631154626956113,-1631.0416514142,0.32394639120002466
PHEN_red_110_cutoff_0.0.inp.out,265.19043706152127,-0.3426,0.0751,2.1728,0.0,-1325.5355991088,-0.9278314255848099,-4.303770809909968,-1631.1151969298,0.3399976879998121
PHEN_red_111_cutoff_0.0.inp.out,267.09285406687445,-0.3281,0.0863,2.2475,0.0,-1325.6692751002,-4.537352034434246,-8.372488375459426,-1631.2310484873,0.322916794700177
