file_name,NRE,HOMO,LUMO,Dipole_mom,Num_waters,chg_chg,elec5,elec10,delE_hf,delE_dft
BENR_red_0_cutoff_0.0.inp.out,199.57301333106074,-0.3459,0.0726,0.8816,0.0,-1325.4627260294,1.0112814367603689,-0.5795029957574128,-1556.1533134238,0.3505708901000162
BENR_red_100_cutoff_0.0.inp.out,201.7675835121232,-0.3505,0.0692,0.9507,0.0,-1326.2516838305,2.4030527329046243,7.452707448713695,-1556.9551094167,0.355886526499944
BENR_red_101_cutoff_0.0.inp.out,201.82472252240925,-0.3554,0.0541,1.1423,0.0,-1326.2232444796,0.43672341580123575,7.199798197615323,-1556.9239313977,0.3597351903999879
BENR_red_102_cutoff_0.0.inp.out,201.50686640162655,-0.3784,0.0490,1.1766,0.0,-1325.9402051236,-2.2135202221053545,-3.626983143178944,-1556.6412468663,0.3831659315999332
BENR_red_103_cutoff_0.0.inp.out,200.41107122362075,-0.3298,0.0769,0.9646,0.0,-1325.7887892153,-2.222212289607405,-2.3473534742404873,-1556.4827027927,0.33530514449989823
BENR_red_104_cutoff_0.0.inp.out,201.20686470811518,-0.3601,0.0603,0.6687,0.0,-1326.3807917643,-2.8950074446216365,-2.6953429708946306,-1557.0782289336,0.3666194414001893
BENR_red_105_cutoff_0.0.inp.out,201.00518467288776,-0.3355,0.0773,1.0995,0.0,-1325.3810621104,-1.9985264868378683,-2.4748967735715652,-1556.0788141491,0.34166515240008266
BENR_red_106_cutoff_0.0.inp.out,201.93832153694436,-0.3322,0.0796,1.0013,0.0,-1325.8671392547,-1.8673225007707197,-1.5938185626272314,-1556.5647825931,0.3377590645000055
BENR_red_107_cutoff_0.0.inp.out,200.99638919911195,-0.3297,0.0837,0.4689,0.0,-1325.8044267182,0.49851198108180583,-0.08501254579121763,-1556.5011884687,0.3365924677000294
BENR_red_108_cutoff_0.0.inp.out,201.5354687328706,-0.3289,0.0847,1.2526,0.0,-1325.6857035389,1.3930513016182102,-1.434155432455887,-1556.3894813757,0.3340445205999458
BENR_red_109_cutoff_0.0.inp.out,201.89653539040043,-0.3077,0.1057,0.4910,0.0,-1326.1744334933,-0.1083361692637668,-0.35392740700092823,-1556.8683608575,0.3128835859999981
BENR_red_10_cutoff_0.0.inp.out,205.36399997959637,-0.3368,0.0902,0.6175,0.0,-1325.9277223041,0.23915269121066562,-0.1077658433848403,-1556.6263762379,0.34040995660006956
BENR_red_110_cutoff_0.0.inp.out,201.91405700872969,-0.3458,0.0743,0.6010,0.0,-1325.8196151076,-0.23969543808900518,-1.0887268411406892,-1556.5145871661,0.3511537127999418
BENR_red_111_cutoff_0.0.inp.out,203.01463010432775,-0.3325,0.0988,1.0384,0.0,-1325.9424274692,-0.20155351657925952,-2.872495834414342,-1556.644811954,0.33612807029999203
BENR_red_112_cutoff_0.0.inp.out,202.2589408322996,-0.3521,0.0819,0.5574,0.0,-1325.8965919237,0.8122903472534572,-0.5994798858633396,-1556.6046397812,0.356493234600066
BENR_red_113_cutoff_0.0.inp.out,202.4720663653157,-0.3297,0.0874,0.6866,0.0,-1326.1088323290,2.39995929940706,5.4574172161690715,-1556.8127511062,0.3349306094999065
