file_name,NRE,HOMO,LUMO,Dipole_mom,Num_waters,chg_chg,elec5,elec10,SCF_E,delE_dft
INDI_red_0_cutoff_0.0.inp.out,395.3599500633678,-0.1068,0.3131,4.0168,0.0,-1325.0367746261,-7.245802387083028,-0.5751524900731432,-1684.144427009,0.1175861056999565
INDI_red_100_cutoff_0.0.inp.out,395.062972183188,-0.1264,0.2828,3.1921,0.0,-1325.0774610231,2.5556565828723756,0.6593533380016461,-1684.1657663045,0.1371521278997534
INDI_red_101_cutoff_0.0.inp.out,398.1736722747861,-0.1129,0.2977,3.3664,0.0,-1325.1735336059,3.3552416589987835,0.2012327277379951,-1684.2728888865,0.1276046414004668
INDI_red_102_cutoff_0.0.inp.out,398.5394147521698,-0.1464,0.281,3.5041,0.0,-1325.0821778234,2.042687283315592,-3.8024692785951824,-1684.1938745383,0.148709738299658
INDI_red_103_cutoff_0.0.inp.out,397.07936789292864,-0.1354,0.2935,3.4403,0.0,-1325.1219980897,9.31567744487767,5.224046248325518,-1684.2323589214,0.1439794581992828
INDI_red_104_cutoff_0.0.inp.out,399.974492254102,-0.1154,0.3,3.8811,0.0,-1325.0057276145,3.201578939584726,5.636939067468605,-1684.1141633754,0.1301348909992157
INDI_red_105_cutoff_0.0.inp.out,396.41134792160983,-0.137,0.285,3.4888,0.0,-1324.6907594448,4.345731565619417,3.725427302583971,-1683.807229753,0.1418726225001592
INDI_red_106_cutoff_0.0.inp.out,400.2203878196785,-0.127,0.3032,3.5429,0.0,-1324.8815657529,6.762801843236865,6.2629797226327515,-1683.9945377083,0.1338810320003176
INDI_red_107_cutoff_0.0.inp.out,396.571678752676,-0.1019,0.305,4.3454,0.0,-1324.6099075838,4.836907180690841,13.24404858191559,-1683.7252184915,0.1142753400999936
INDI_red_108_cutoff_0.0.inp.out,394.58587765405065,-0.1031,0.3048,4.225,0.0,-1324.81379775,-4.8289205190005875,-8.237355923354732,-1683.9128120181,0.1223334153000905
INDI_red_109_cutoff_0.0.inp.out,397.81181058785614,-0.1215,0.2956,3.6418,0.0,-1324.9562247473,-3.1608257748194535,-1.126547295215918,-1684.0671669484,0.1326178213994353
INDI_red_10_cutoff_0.0.inp.out,396.22673938937226,-0.1123,0.2898,3.6004,0.0,-1325.5631965012,3.1209223365542247,1.129995022202977,-1684.6396756776,0.1304514564999408
INDI_red_110_cutoff_0.0.inp.out,399.1604582808021,-0.145,0.2815,2.7362,0.0,-1324.8060265458,2.1649874487548253,2.00341450520714,-1683.9219854374,0.1530985724002675
INDI_red_111_cutoff_0.0.inp.out,395.90042723405605,-0.1067,0.313,3.7786,0.0,-1325.1634375381,3.974766923200891,3.3923815117602283,-1684.2702840554,0.1221820505998039
INDI_red_112_cutoff_0.0.inp.out,397.00389353367274,-0.1438,0.2818,4.2189,0.0,-1324.7115518817,-3.314499521362552,0.3770671378304786,-1683.8315046372,0.1524414397999862
INDI_red_113_cutoff_0.0.inp.out,397.09647091001534,-0.1095,0.3061,2.77,0.0,-1325.1199688017,3.3458524418667865,1.224891685667756,-1684.2289042583,0.1250412095005231
