file_name,NRE,HOMO,LUMO,Dipole_mom,Num_waters,chg_chg,elec5,elec10,delE_hf,delE_dft
PHEI_red_0_cutoff_0.0.inp.out,269.80139944741285,-0.1605,0.1937,2.6365,0.0,-1325.4998715616,-7.891166524132887,-8.309402461719506,-1631.0620191308,0.1581335890000446
PHEI_red_100_cutoff_0.0.inp.out,269.93170248952754,-0.1620,0.1762,2.3499,0.0,-1325.7196376718,3.7317254742606463,16.98985356659919,-1631.2850445024,0.1640987170999324
PHEI_red_101_cutoff_0.0.inp.out,268.3730554909716,-0.1466,0.1972,3.2497,0.0,-1325.6105288653,1.0422125680613723,2.50703983663145,-1631.1586917305,0.14587886610001988
PHEI_red_102_cutoff_0.0.inp.out,270.7060908198657,-0.1653,0.1961,2.6490,0.0,-1325.6452953475,-2.302939439833287,-1.9660591759666346,-1631.2189193366,0.16158164690000376
PHEI_red_103_cutoff_0.0.inp.out,272.30779753165024,-0.1584,0.2066,2.3296,0.0,-1325.4998077943,10.436658221703595,7.362936985281851,-1631.0744842781,0.15523213010010295
PHEI_red_104_cutoff_0.0.inp.out,271.0580051327243,-0.1392,0.2060,1.7797,0.0,-1325.4479700278,5.200391930152146,6.226140081631223,-1630.9985375093,0.13828656109990334
PHEI_red_105_cutoff_0.0.inp.out,271.37783454526124,-0.1468,0.2045,2.2552,0.0,-1325.3031033163,1.3515799149966836,0.538958662159702,-1630.8587736835,0.14774031700017076
PHEI_red_106_cutoff_0.0.inp.out,271.32712204567093,-0.1433,0.2063,2.2905,0.0,-1325.3884516822,1.9846445825902883,4.24252430527648,-1630.9517345545,0.1433513386998584
PHEI_red_107_cutoff_0.0.inp.out,269.0669157926989,-0.1213,0.2280,2.5135,0.0,-1325.5282911954,-2.53107539392222,10.365475342486361,-1631.0906335369,0.12101507490001495
PHEI_red_108_cutoff_0.0.inp.out,267.3745480282019,-0.1328,0.2186,2.6978,0.0,-1325.3882701891,0.8202468115252701,11.379855607323604,-1630.9545759475,0.1344591883000703
